REF_DATE,Type of crop,Average farm price (dollars per tonne),Average yield (kilograms per hectare),Production (metric tonnes),Seeded area (acres),Seeded area (hectares),Total farm value (dollars)
1979,17,198,1245,9100,18000,7300,1800
1979,18,62,3360,2722000,2000000,810000,168750
1979,19,179,1475,10206000,17100000,6920000,1826250
1979,20,191,1580,1470000,2300000,931000,280800
1979,21,177,1460,8736000,14800000,5989000,1545450
1980,0,139,2730,6075000,5650000,2286000,845370
1980,3,281,1275,1134000,2200000,890300,318500
1980,4,178,6590,14500,5500,2200,2576
1980,5,22,37830,435000,28500,11500,9797
1980,6,328,1215,83800,170000,69000,27489
1980,8,130,2805,204100,180000,72800,26500
1980,9,243,1255,25400,50000,20200,6160
1980,10,116,2405,1265000,1800000,728000,146780
1980,11,187,2470,7900,8000,3200,1479
1980,12,177,1815,183300,250000,101000,32544
1980,13,177,1830,163000,1310066,0,28928
1980,14,178,1690,20300,30000,12000,3616
1980,16,67,38000,524600,34140,13800,35131
1980,18,81,4020,5715000,3500000,1420000,465822
1980,19,197,2220,5389000,6000000,2429000,1060975
1980,20,225,1915,272000,350000,142000,61200
1980,21,195,2240,4940000,5450000,2206000,963765
1980,22,203,2185,177000,1310066,0,36010
1980,0,133,2720,219900,200000,80900,29290
1980,3,280,1000,56700,140000,56700,15875
1980,5,42,42650,499000,29000,11700,20955
1980,8,135,2375,2850,3000,1200,386
1980,10,108,2650,60100,56000,22700,6513
1980,12,166,2020,9100,11000,4500,1508
1980,13,166,2020,9100,1310066,0,1508
1980,18,100,6760,1887000,689000,279000,188698
1980,19,200,2615,170100,160000,65000,34000
1980,21,200,2615,170100,160000,65000,34000
1980,0,141,2430,11395250,11982000,4848700,1606601
1980,1,628,1830,70300,95000,38400,44175
1980,2,262,550,25600,114800,46500,6696
1980,3,281,1195,2483400,5140000,2080100,698525
1980,4,153,5630,5753200,2525500,1021900,880382
1980,5,21,29100,12805700,1086600,439450,280996
1980,6,329,795,441900,1370000,555000,145486
1980,8,139,2655,1509250,1405500,568850,210306
1980,9,258,980,90700,229000,92600,23440
1980,10,125,2005,2912000,4635500,1875850,363269
1980,11,217,1540,75950,122000,49300,16475
1980,12,173,1455,455800,774600,313200,78922
1980,13,173,1455,423100,1310066,0,73097
1980,14,178,1435,32700,57000,22800,5825
1980,15,313,2490,689800,685000,277200,215939
1980,16,62,33400,881000,65090,26500,54609
1980,17,218,1215,166100,338000,136800,36280
1980,18,63,4400,23167800,13007000,5272400,1459442
1980,19,203,1720,19291400,27697200,11209450,3923789
1980,21,202,1705,16368400,23717200,9598450,3311512
1980,22,172,3230,888000,1310066,0,152865
1980,0,137,1940,1568000,2100000,850000,214560
1980,2,287,440,17400,98000,39700,5000
1980,3,280,910,294800,800000,323700,82550
1980,4,134,3360,190500,140000,56700,25500
1980,5,28,12530,381000,75000,30400,10668
1980,6,320,650,210800,800000,324000,67479
1980,8,130,1805,87800,120000,48600,11395
1980,9,331,915,16300,44000,17800,5400
1980,10,119,1525,278000,600000,243000,33120
1980,11,238,1440,49000,84000,34000,11664
1980,12,171,1235,75000,150000,60800,12848
1980,13,171,1235,74000,1310066,0,12673
1980,14,175,1250,1000,2000,800,175
1980,16,56,23700,234800,24350,9900,13157
1980,17,220,1225,158800,320000,129500,35000
1980,18,70,2570,1361000,1300000,530000,95250
1980,19,203,1425,1905000,3300000,1336000,386512
1980,20,223,1245,76000,150000,61000,16912
1980,21,202,1435,1829000,3150000,1275000,369600
1980,0,153,2375,62450,65000,26300,9579
1980,5,22,28400,243000,21100,8550,5349
1980,8,151,2575,93400,89500,36250,14066
1980,10,148,1790,67100,92500,37450,9920
1980,18,49,4900,949000,483000,195000,47064
1980,19,172,2370,28100,29200,11850,4830
1980,21,172,2370,28100,29200,11850,4830
1980,0,138,1885,6500,8500,3450,897
1980,5,22,29740,58000,4800,1950,1277
1980,8,142,2030,3650,4500,1800,518
1980,10,144,1485,23450,39000,15800,3377
1980,18,51,4640,325000,174000,70000,16565
1980,19,159,2010,9150,11200,4550,1455
1980,21,159,2010,9150,11200,4550,1455
1980,0,167,2645,5950,5500,2250,994
1980,5,22,29070,109000,9300,3750,2395
1980,8,164,2675,6550,6000,2450,1075
1980,10,160,2110,13200,15500,6250,2117
1980,12,0,0,0,0,0,0
1980,18,51,4960,357000,179000,72000,18230
1980,19,184,2735,7250,6500,2650,1333
1980,21,184,2735,7250,6500,2650,1333
1980,0,136,3120,511400,405000,163900,69530
1980,1,628,1830,70300,95000,38400,44175
1980,4,152,5820,4710000,2000000,809000,715686
1980,5,20,29170,8373000,710000,287000,170847
1980,8,137,2870,917000,790000,319700,125894
1980,10,141,2250,345800,380000,153800,48651
1980,12,160,2320,75200,80000,32400,12018
1980,13,160,2320,75200,1310066,0,12018
1980,15,313,2490,689800,685000,277200,215939
1980,18,50,6720,7294000,2680000,1085000,364694
1980,19,164,3620,734400,502000,202900,120510
1980,21,156,2630,23400,22000,8900,3655
1980,22,164,3665,711000,1310066,0,116855
1980,0,141,2400,10430000,11150000,4512000,1469530
1980,3,281,1200,2426700,5000000,2023400,682650
1980,4,137,3480,205000,145500,58900,28076
1980,5,25,19500,816000,103500,41900,20465
1980,6,329,795,441900,1370000,555000,145486
1980,8,132,2270,367400,400000,161900,48477
1980,10,117,2015,2160000,3700000,1497000,253500
1980,11,217,1540,75950,122000,49300,16475
1980,12,176,1345,366700,675000,272800,64602
1980,13,176,1335,334000,1310066,0,58777
1980,16,63,32000,759400,58490,23700,48288
1980,18,78,3100,8346000,6700000,2720000,652520
1980,19,205,1675,18234000,26900000,10887000,3742987
1980,20,226,1525,2035000,3300000,1336000,459412
1980,21,203,1690,16022000,23400000,9470000,3247565
1980,22,203,2185,177000,1310066,0,36010
1980,0,154,2425,50000,51000,20600,7688
1980,5,22,2667,76000,7000,2850,1677
1980,8,150,2600,83200,79000,32000,12473
1980,10,145,1975,30450,38000,15400,4426
1980,18,46,5040,267000,130000,53000,12269
1980,19,175,2515,11700,11500,4650,2042
1980,21,175,2515,11700,11500,4650,2042
1980,0,167,2615,171500,162000,65600,28672
1980,2,207,1205,8200,16800,6800,1696
1980,4,163,5440,838200,380000,154000,136620
1980,5,22,31830,2874700,223000,90300,63380
1980,8,167,2580,128600,123000,49800,21483
1980,10,160,1690,279000,407000,164900,44685
1980,12,165,1370,4800,8600,3500,794
1980,13,165,1370,4800,1310066,0,794
1980,16,52,43400,121600,6600,2800,6321
1980,18,44,4720,4691800,2455000,993400,206466
1980,19,172,2925,124800,106000,42700,21462
1980,21,172,2925,124800,106000,42700,21462
1980,0,147,2120,2787000,3400000,1376000,409600
1980,3,282,1235,997900,2000000,809400,281600
1980,6,343,910,147300,400000,162000,50518
1980,8,140,1865,75500,100000,40500,10582
1980,9,242,895,49000,135000,54600,11880
1980,10,119,1695,617000,1300000,526000,73600
1980,11,175,1575,19050,30000,12100,3332
1980,12,177,975,108400,275000,111000,19210
1980,13,177,960,97000,1310066,0,17176
1980,14,178,1140,11400,25000,10000,2034
1980,17,175,1000,7300,18000,7300,1280
1980,18,72,1650,1270000,1900000,770000,91448
1980,19,210,1535,10940000,17600000,7122000,2295500
1980,20,226,1490,1687000,2800000,1133000,381300
1980,21,207,1545,9253000,14800000,5989000,1914200
1981,0,115,2670,6967000,6550000,2651000,801226
1981,3,276,1290,759800,1450000,586800,209710
1981,4,165,6780,30500,11000,4500,5028
1981,5,28,42200,426000,25000,10100,11939
1981,6,306,1400,55900,100000,40000,17094
1981,7,529,1080,2600,6000,2400,1368
1981,8,116,2690,163300,150000,60700,18960
1981,9,331,1350,24500,45000,18200,8100
1981,10,103,2370,1249000,1800000,728000,128790
1981,11,219,2980,9550,8000,3200,2096
1981,12,143,2640,319800,300000,121000,45738
1981,13,143,2660,269000,1310066,0,38478
1981,14,143,2540,50800,50000,20000,7260
1981,16,43,50300,714900,35000,14200,30740
1981,18,63,4280,6078000,3500000,1420000,382905
1981,19,185,2290,6221000,6700000,2711000,1150230
1981,20,187,2450,495000,500000,202000,92638
1981,21,185,2250,5416000,5950000,2408000,1000970
1981,22,182,3070,310000,1310066,0,56622
1981,0,107,1890,176400,230000,93100,18870
1981,3,278,890,22700,63000,25500,6350
1981,5,43,37200,435000,29000,11700,18724
1981,8,99,2030,3650,4400,1800,361
1981,10,88,1800,49400,68000,27500,4343
1981,12,140,1890,7000,9200,3700,979
1981,13,140,1890,7000,1310066,0,979
1981,18,86,6260,1814000,717000,290000,156000
1981,19,156,2030,87100,106000,42900,13586
1981,21,156,2030,87100,106000,42900,13586
1981,0,121,2510,13724150,13683200,5538100,1658770
1981,1,677,1450,64650,110000,44500,43759
1981,2,378,930,52800,140300,56800,19934
1981,3,279,1320,1848500,3463000,1401400,515998
1981,4,119,5860,6682600,2819600,1140860,796335
1981,5,22,30600,12095900,976200,394750,271782
1981,6,317,1010,467400,1150000,465000,148127
1981,7,462,1090,55700,126000,51000,25742
1981,8,126,2680,1458900,1345800,544600,183991
1981,9,341,1110,98000,219000,88600,33396
1981,10,112,2040,3188300,4805600,1944100,356552
1981,11,239,1860,110500,147000,59500,26379
1981,12,144,2090,922900,1094500,441600,132534
1981,13,144,2100,828900,1310066,0,119042
1981,14,144,2030,94000,116000,46400,13492
1981,15,264,2170,606800,690000,279200,160202
1981,16,44,41300,1215100,72347,29400,53515
1981,17,264,1420,165200,287000,116200,43540
1981,18,57,4900,24989400,12624000,5117500,1445247
1981,19,184,2000,24802200,30708200,12425400,4570988
1981,21,185,2000,20750200,25686200,10394500,3845827
1981,22,167,3240,1075000,1310066,0,179355
1981,0,119,2450,2330000,2350000,951000,277228
1981,2,377,900,45700,125000,50600,17237
1981,3,275,1260,306200,600000,242800,84198
1981,4,106,4740,431800,225000,91100,46205
1981,5,20,17500,354000,50000,20200,7076
1981,6,322,920,261600,700000,283000,84246
1981,7,506,1060,15000,35000,14200,7574
1981,8,115,2270,110200,120000,48600,12676
1981,9,382,1050,19100,45000,18200,7296
1981,10,105,1910,463000,700000,283000,48580
1981,11,250,1950,78950,100000,40500,19731
1981,12,140,2290,175100,190000,76400,24538
1981,13,140,2300,170000,1310066,0,23826
1981,14,140,2130,5100,6000,2400,712
1981,16,55,30300,339700,27747,11200,18924
1981,17,264,1450,158800,270000,109300,42000
1981,18,60,4450,2268000,1250000,510000,136078
1981,19,174,2110,3326000,3900000,1577900,580078
1981,20,165,1940,196000,250000,101000,32328
1981,21,175,2120,3115000,3633000,1470000,545125
1981,22,175,2170,15000,1310066,0,2625
1981,0,150,2750,79150,71200,28800,11836
1981,5,29,31600,232000,18200,7350,6720
1981,8,139,2890,111550,95400,38600,15452
1981,10,146,2110,73900,86600,35000,10824
1981,12,159,3100,6500,5300,2100,1035
1981,13,159,3100,6500,1310066,0,1035
1981,18,50,5000,945000,471000,190000,47952
1981,19,183,2820,27600,24200,9800,5064
1981,21,183,2820,27600,24200,9800,5064
1981,0,147,2510,9800,9600,3900,1443
1981,5,23,33800,54000,4000,1600,1252
1981,8,140,2600,5200,5000,2000,729
1981,10,147,2060,30800,37000,14950,4535
1981,18,49,4720,326000,171000,69000,15958
1981,19,189,2750,10050,9000,3650,1897
1981,21,189,2750,10050,9000,3650,1897
1981,0,168,2670,9350,8600,3500,1574
1981,5,23,29700,95000,7900,3200,3548
1981,8,160,2610,5750,5400,2200,919
1981,10,162,2100,14100,16600,6700,2282
1981,12,159,3100,6500,5300,2100,1035
1981,13,159,3100,6500,1310066,0,1035
1981,18,54,5390,383000,176000,71000,20674
1981,19,190,2980,8500,7100,2850,1613
1981,21,190,2980,8500,7100,2850,1613
1981,0,122,3070,583500,470000,190200,71193
1981,1,677,1450,64650,110000,44500,43759
1981,4,115,5960,5236000,2170000,878000,601870
1981,5,20,29800,7772000,645000,261000,155405
1981,8,125,2790,885000,785000,317700,110608
1981,10,134,2020,269600,330000,133500,36130
1981,12,140,2320,84400,90000,36400,11817
1981,13,140,2320,84400,1310066,0,11817
1981,15,264,2170,606800,690000,279200,160202
1981,18,50,6700,7044000,2600000,1052000,354328
1981,19,157,3440,733000,527000,212900,114734
1981,21,143,2700,24000,22000,8900,3431
1981,22,157,3480,709000,1310066,0,111303
1981,0,120,2500,12628000,12650000,5120000,1517564
1981,3,279,1330,1825800,3400000,1375900,509648
1981,4,111,4840,462300,236000,95600,51233
1981,5,24,25700,780000,75000,30300,19015
1981,6,317,1010,467400,1150000,465000,148127
1981,8,118,2420,328600,335000,135600,38845
1981,10,105,2080,2529000,3950000,1598000,264820
1981,11,239,1860,110500,147000,59500,26379
1981,12,143,2070,825000,990000,399400,118116
1981,13,143,2070,731000,1310066,0,104624
1981,16,47,41500,1054600,62747,25400,49664
1981,18,64,3900,10251000,6450000,2620000,659956
1981,19,185,1970,23835000,29950000,12118900,4417888
1981,20,183,1750,2977000,4200000,1699000,545806
1981,21,186,1990,20492000,25433000,10292000,3804030
1981,22,186,2860,366000,1310066,0,68052
1981,0,147,2800,60000,53000,21400,8819
1981,5,23,3250,83000,6300,2550,1920
1981,8,137,2920,100600,85000,34400,13804
1981,10,138,2170,29000,33000,13350,4007
1981,18,48,4720,236000,124000,50000,11320
1981,19,172,2740,9050,8100,3300,1554
1981,21,172,2740,9050,8100,3300,1554
1981,0,153,2430,257100,262000,106000,39307
1981,2,380,1150,7100,15300,6200,2697
1981,4,147,5900,975400,409000,165400,143232
1981,5,25,34100,2876900,209000,84400,71918
1981,8,144,2560,130100,126000,50900,18725
1981,10,152,1770,266400,371000,150100,40435
1981,12,0,0,0,0,0,0
1981,13,0,0,0,1310066,0,0
1981,16,24,40100,160500,9600,4000,3851
1981,18,46,5110,4935400,2386000,965500,227011
1981,19,165,2920,119500,101000,40900,19716
1981,21,165,2920,119500,101000,40900,19716
1981,0,132,2230,3331000,3750000,1518000,439110
1981,3,284,1390,759800,1350000,546300,215740
1981,6,312,1060,149900,350000,142000,46787
1981,7,441,1110,38100,85000,34400,16800
1981,8,131,2100,55100,65000,26300,7209
1981,9,331,1040,54400,129000,52200,18000
1981,10,107,1840,817000,1450000,587000,87450
1981,11,207,1390,22000,39000,15800,4552
1981,12,145,1630,330100,500000,202000,47840
1981,13,145,1640,292000,1310066,0,42320
1981,14,145,1590,38100,60000,24000,5520
1981,17,241,930,6400,17000,6900,1540
1981,18,74,2760,1905000,1700000,690000,140973
1981,19,188,1820,14288000,19350000,7830000,2687580
1981,20,184,1640,2286000,3450000,1396000,420840
1981,21,189,1860,11961000,15850000,6414000,2257935
1981,22,215,2050,41000,1310066,0,8805
1982,0,90,2660,6575000,6450000,2610000,591920
1982,3,278,1270,975200,1900000,768900,271112
1982,4,144,5310,23900,11000,4500,3438
1982,5,30,40400,408000,25000,10100,12247
1982,6,244,1250,81300,160000,65000,19840
1982,7,396,1030,4100,10000,4000,1617
1982,8,90,2690,163300,150000,60700,14696
1982,9,286,1350,27200,50000,20200,7784
1982,10,76,2390,1357000,1800000,728000,103143
1982,11,257,2880,15250,13000,5300,3917
1982,12,86,1950,228200,290000,117000,19660
1982,13,86,1990,185000,1310066,0,15947
1982,14,86,1800,43200,60000,24000,3713
1982,16,45,38600,474600,30500,12300,21355
1982,18,68,3900,5534000,3500000,1420000,376300
1982,19,167,2180,5988000,6800000,2752000,999072
1982,20,169,2090,381000,450000,182000,64392
1982,21,167,2170,5408000,6150000,2489000,902098
1982,22,164,2460,199000,1310066,0,32582
1982,0,99,2080,189400,225000,91100,18753
1982,3,277,1030,49900,120000,48600,15706
1982,5,47,40100,485000,30000,12100,22811
1982,8,93,2090,3350,4000,1600,312
1982,10,86,2290,64800,70000,28300,5570
1982,12,85,1510,7400,12000,4900,626
1982,13,85,1510,7400,1310066,0,626
1982,18,98,5610,1633000,720000,291000,160027
1982,19,188,1900,92500,120000,48600,17374
1982,21,152,1900,92500,120000,48600,17374
1982,0,97,2710,13965000,13223000,5351700,1355666
1982,1,264,1530,68050,110000,44500,17962
1982,2,318,520,28950,137000,55400,9208
1982,3,273,1250,2218100,4370000,1768500,604452
1982,4,117,5880,6522300,2739900,1109000,761714
1982,5,21,28200,11234000,985000,398650,243036
1982,6,246,1190,751900,1560000,631000,185136
1982,7,337,1270,90200,175000,70800,30370
1982,8,107,2800,1483600,1312000,530800,158170
1982,9,269,1200,76500,157000,63500,20553
1982,10,89,2250,3636800,4784000,1935850,325276
1982,11,202,2000,156800,194000,78500,31687
1982,12,87,2040,928300,1126000,454700,81115
1982,13,88,2080,834300,1310066,0,73027
1982,14,86,1780,94000,132000,52800,8088
1982,15,250,2330,848000,900000,364000,212077
1982,16,36,35700,1024200,71110,28700,37257
1982,17,200,1220,94600,191000,77300,18931
1982,18,61,4800,24355000,12623000,5118000,1501514
1982,19,169,2130,26714750,30941700,12521000,4516749
1982,21,170,2120,22939750,26676700,10795900,3889012
1982,22,148,2640,654000,1310066,0,97072
1982,0,91,2930,2373000,2050000,830000,215961
1982,2,317,470,21750,115000,46500,6902
1982,3,259,1160,399200,850000,344000,103312
1982,4,105,3140,254000,200000,80900,26671
1982,5,18,15400,481000,77000,31200,8655
1982,6,244,1200,436900,900000,364000,106640
1982,7,386,1120,18100,40000,16200,7003
1982,8,89,2690,130600,120000,48600,11648
1982,9,240,1060,10700,25000,10100,2569
1982,10,81,2350,524000,650000,263000,42500
1982,11,193,1830,81650,110000,44500,15758
1982,12,87,2300,213100,230000,92800,18564
1982,13,87,2310,208000,1310066,0,18122
1982,14,87,1820,5100,7000,2800,442
1982,16,37,33200,372300,27760,11200,13774
1982,17,198,1230,87300,175000,70800,17289
1982,18,55,4450,2268000,1250000,510000,124738
1982,19,165,2290,3701000,4000000,1619100,609445
1982,20,158,2250,182000,200000,81000,28810
1982,21,165,2290,3504000,3785000,1532000,578160
1982,22,165,2460,15000,1310066,0,2475
1982,0,122,2960,82600,69000,27900,10112
1982,5,30,32300,234000,18000,7250,7221
1982,8,117,3080,122150,98000,39600,14319
1982,10,128,2120,78000,91000,36850,9977
1982,12,159,2880,4600,4000,1600,731
1982,13,159,2880,4600,1310066,0,731
1982,18,56,5100,973000,473000,192000,54714
1982,19,149,3010,25250,20700,8400,3771
1982,21,149,3010,25250,20700,8400,3771
1982,0,127,2640,12800,12000,4850,1626
1982,5,23,29400,47000,4000,1600,1085
1982,8,122,2590,4150,4000,1600,508
1982,10,133,1900,30850,40000,16200,4102
1982,18,56,4340,304000,172000,70000,17019
1982,19,148,2820,9150,8000,3250,1353
1982,21,148,2820,9150,8000,3250,1353
1982,0,143,2790,10200,9000,3650,1457
1982,5,23,32500,104000,7900,3200,4216
1982,8,135,2750,6600,6000,2400,893
1982,10,147,2210,16100,18000,7300,2367
1982,12,159,2880,4600,4000,1600,731
1982,13,159,2880,4600,1310066,0,731
1982,18,61,6070,431000,176000,71000,26286
1982,19,161,3110,7150,5700,2300,1148
1982,21,161,3110,7150,5700,2300,1148
1982,0,107,3190,749000,580000,234700,80152
1982,1,264,1530,68050,110000,44500,17962
1982,4,112,6170,5195000,2080000,842000,581845
1982,5,19,28000,7026000,620000,251000,134902
1982,8,110,2870,859000,740000,299500,94482
1982,10,117,2320,347000,370000,149700,40599
1982,12,89,2200,84300,95000,38400,7503
1982,13,89,2200,84300,1310066,0,7503
1982,15,250,2330,848000,900000,364000,212077
1982,18,51,6740,6925000,2540000,1028000,359431
1982,19,131,2900,377000,322000,129900,49352
1982,21,127,2700,24000,22000,8900,3049
1982,22,131,2920,353000,1310066,0,46303
1982,0,95,2690,12584000,12050000,4877000,1200568
1982,3,272,1260,2168200,4250000,1719900,588746
1982,4,108,3250,277900,211000,85400,30109
1982,5,23,21500,889000,102000,41300,20902
1982,6,246,1190,751900,1560000,631000,185136
1982,8,89,2620,355100,335000,135600,31488
1982,10,81,2300,2837000,3850000,1558000,228830
1982,11,202,2000,156800,194000,78500,31687
1982,12,86,2030,832000,1015000,409800,71805
